Source	Target	Date_de_debut	Date_de_fin	Type_de_lien	Source_Info
Avesnes	Anchin	1180	1180	Souscription	DiBe 8613
Bruille	Anchin	1189	1189	Transaction	Acte 152
Monchecourt	Anchin	1174	1174	Transaction	Acte 95
Monchecourt	Anchin	1175	1175	Transaction	DiBe 7171
Montigny	Anchin	1173	1173	Transaction	DiBe 7171
Montigny	Anchin	1185	1185	Transaction	DiBe 7173
S.-Calixte Cysoing	Anchin	1174	1174	Transaction	DiBe 7137
Lallaing	Anchin	1178	1178	Transaction	Acte 106
AB Anchin	Anchin	1186	1195	Appartenance instit.	Acte 133
Comtes de Hainaut	Anderlues	1172	1172	Transaction	Acte 87
EP Cambrai	Forest	1180	1180	Transaction	DiBe 7271
Comtes de Hainaut	Ecaillon	1184	1184	Transaction	Acte 128
Comtes de Hainaut	Ecaillon	1189	1189	Transaction	Acte 150
Comtes de Hainaut	Ecaillon	1189	1189	Transaction	Acte 151
Ecaillon	Ecaillon	1189	1189	Transaction	Acte 150
Comtes de Flandre	Landas	1176	1176	Transaction	DiBe 7543
Comtes de Flandre	Menen	1189	1189	Conflit	DiBe 10210
Comtes de Hainaut	Menen	1193	1193	Transaction	Acte 172
Comtes de Hainaut	Aubert le Comte	1174	1174	Transaction	Acte 94
Comtes de Hainaut	Aubert le Comte	1174	1174	Transaction	Acte 94
Rocq	Aulne	1195	1195	Transaction	Acte 191
Comtes de Hainaut	Aulne	1180	1180	Transaction	Acte 109
Comtes de Hainaut	Aulne	1181	1181	Transaction	Acte 116
Comtes de Hainaut	Aulne	1182	1182	Transaction	Acte 124
Comtes de Hainaut	Aulne	1188	1188	Transaction	Acte 140
Comtes de Hainaut	Aulne	1188	1188	Transaction	Acte 145
Comtes de Hainaut	Aulne	1195	1195	Transaction	Acte 191
DO Cambrai	Aulne	1174	1174	Transaction	DiBe 2143
EP Cambrai	Aulne	1175	1175	Transaction	DiBe 12369
EP Cambrai	Aulne	1180	1180	Transaction	DiBe 12375
EP Cambrai	Aulne	1182	1182	Transaction	DiBe 12376
EP Cambrai	Aulne	1185	1185	Transaction	DIBe 12382
Lens	Aulne	1177	1177	Transaction	DiBe 12371
Roeulx	Aulne	1189	1189	Transaction	DiBe 3035
AB Aulne	Aulne	1190	1190	Appartenance instit.	Acte 156
Ham	Aulne	1182	1182	Transaction	Acte 124
AB Aulne	Aulne	1174	1174	Appartenance instit.	Acte 91
AB SDBroqueroie	Aulne	1172	1172	Transaction	DiBe 12364
Chatelain Beaumont	Aulne	1182	1182	Transaction	Acte 124
Chatelain Beaumont	Aulne	1188	1188	Transaction	DiBe 12386
Comtes de Louvain	Aulne	1185	1185	Transaction	DiBe 12381
Morialme	Aulne	1179	1179	Transaction	DiBe 2611
Morialme	Aulne	1189	1189	Transaction	DiBe 12393
MO Aulne	Aulne	1189	1189	Transaction	DiBe 12395
MO Aulne	Aulne	1194	1194	Transaction	DiBe 12402
Comtes de Hainaut	Aulne	1193	1193	Transaction	DiBe 3047
Hacin	Aulne	1182	1182	Transaction	Acte 124
Senzeilles	Aulne	1188	1188	Transaction	Acte 140
Croix	Aulne	1175	1175	Transaction	DiBe 12369
Avesnes	Aulne	1175	1175	Transaction	DiBe 5476
Avesnes	Aulne	1177	1177	Transaction	DiBe 12371
Avesnes	Aulne	1180	1180	Transaction	Acte 109
Avesnes	Aulne	1182	1182	Transaction	DiBe 12376
AB Lobbes	Aulne	1174	1174	Transaction	DiBe 11425
Bailli Hainaut	Aulne	1181	1181	Transaction	Acte 116
Bailli Hainaut	Aulne	1180	1180	Transaction	DiBe 12375
Bailli Hainaut	Aulne	1181	1181	Transaction	Acte 116
S.-Aldegonde Maubeuge	Aulne	1177	1177	Transaction	DiBe 12373
S.-Denis Broqueroie	Aulne	1172	1172	Transaction	DiBe 12364
S.-Pierre Lobbes	Aulne	1174	1174	Transaction	DiBe 11424
S.-Pierre Lobbes	Aulne	1174	1174	Transaction	DiBe 11425
S.-Pierre Lobbes	Aulne	1190	1190	Transaction	DiBe 11420
Comtes de Flandre	Avesnes-les-Bapaume	1176	1176	Transaction	DeLMAIRe, Avesnes, n° 33
Comtes de Flandre	Avesnes-les-Bapaume	1177	1177	Transaction	DeLMAIRe, Avesnes, n° 34
Comtes de Flandre	Avesnes-les-Bapaume	1178	1178	Transaction	DeLMAIRe, Avesnes, n° 35
Comtes de Flandre	Avesnes-les-Bapaume	1179	1179	Transaction	DeLMAIRe, Avesnes, n° 36
Comtes de Flandre	Avesnes-les-Bapaume	1181	1181	Transaction	Acte 119
Comtes de Flandre	Avesnes-les-Bapaume	1181	1181	Transaction	DeLMAIRe, Avesnes, n° 37
Comtes de Flandre	Avesnes-les-Bapaume	1181	1181	Transaction	DeLMAIRe, Avesnes, n° 38
Bailleul	Avesnes-les-Bapaume	1173	1173	Transaction	DeLMAIRe, Avesnes, n° 32
Comtes de Flandre	Avesnes-les-Bapaume	1181	1181	Transaction	Acte 119
REX France	Avesnes-les-Bapaume	1192	1192	Transaction	DeLMAIRe, Avesnes, n° 50
REX France	Avesnes-les-Bapaume	1192	1192	Transaction	DeLMAIRe, Avesnes, n° 51
Comtes de Hainaut	Avoues Marchiennes	1195	1195	Transaction	Acte 188
Comtes de Hainaut	Aymeries, prieure	1189	1189	Transaction	Acte 153
Berlaimont	Aymeries, prieure	1189	1189	Transaction	Acte 153
Berlaimont	Aymeries, prieure	1189	1189	Transaction	Acte 153
Comtes de Hainaut	Havesquerque	1193	1193	Transaction	Acte 170
Comtes de Hainaut	Havesquerque	1193	1193	Transaction	DiBe 314
Comtes de Hainaut	Havesquerque	1193	1193	Transaction	Acte 170
Comtes de Hainaut	Havesquerque	1193	1193	Transaction	DiBe 314
Comtes de Hainaut	Saint-Remy-Chaussee	1194	1194	Transaction	Acte 177
Comtes de Hainaut	Strepy	1182	1182	Transaction	Acte 122
EP Cambrai	Strepy	1181	1181	Transaction	DiBe 10880
EP Cambrai	Boussoit	1191	1191	Conflit	DiBe 3202
S.-Ghislain	Boussoit	1191	1191	Conflit	DiBe 3202
Comtes de Hainaut	Frasnes	1185	1185	Transaction	Acte 130
Comtes de Hainaut	Rocq	1195	1195	Transaction	Acte 191
Anderlues	Bonne-esperance	1172	1172	Transaction	Acte 87
Boussoit	Bonne-esperance	1171	1171	Transaction	DiBe 11845
AB Hautmont	Bonne-esperance	1173	1173	Transaction	DiBe 11828
Comtes de Hainaut	Bonne-esperance	1172	1172	Transaction	Acte 87
Comtes de Hainaut	Bonne-esperance	1174	1174	Transaction	Acte 90
Comtes de Hainaut	Bonne-esperance	1182	1182	Transaction	Acte 125
Comtes de Hainaut	Bonne-esperance	1182	1182	Transaction	Acte 126
Comtes de Hainaut	Bonne-esperance	1189	1189	Transaction	Acte 146
DO Cambrai	Bonne-esperance	1177	1177	Transaction	DiBe 11820
DO Cambrai	Bonne-esperance	1177	1177	Transaction	DiBe 11820
Steenkerque	Bonne-esperance	1177	1177	Transaction	DiBe 2820
EP Cambrai	Bonne-esperance	1175	1175	Transaction	DiBe 3387
EP Cambrai	Bonne-esperance	1177	1177	Transaction	DiBe 2820
EP Cambrai	Bonne-esperance	1177	1177	Transaction	DiBe 3388
EP Cambrai	Bonne-esperance	1181	1181	Transaction	DiBe 10006
EP Cambrai	Bonne-esperance	1195	1195	Transaction	DiBe 10007
EP Cambrai	Bonne-esperance	1195	1195	Transaction	DiBe 11844
Roeulx	Bonne-esperance	1176	1176	Transaction	DiBe 3014
AB SDBroqueroie	Bonne-esperance	1173	1173	Transaction	DiBe 11317
AB SDBroqueroie	Bonne-esperance	1173	1173	Transaction	DiBe 11317
Chatelain Beaumont	Bonne-esperance	1189	1189	Transaction	DiBe 11818
Thuin	Bonne-esperance	1182	1182	Souscription	Acte 126
Thuin	Bonne-esperance	1188	1188	Transaction	DiBe 10018
MO Bonne-esperance	Bonne-esperance	1173	1173	Transaction	DiBe 11839
Hautmont	Bonne-esperance	1173	1173	Transaction	DiBe 11828
Avesnes	Bonne-esperance	1189	1189	Transaction	DiBe 11821
AB Lobbes	Bonne-esperance	1174	1174	Transaction	DiBe 2502
AB Lobbes	Bonne-esperance	1179	1179	Transaction	DiBe 2503
Maroilles, abbaye	Bonne-esperance	1192	1192	Conflit	DiBe 11862
Ligne	Bonne-esperance	1182	1182	Transaction	Acte 125
Morialme	Bonne-esperance	1171	1171	Transaction	DiBe 11845
Morialme	Bonne-esperance	1171	1171	Transaction	DiBe 11845
AB Le Roeulx	Bonne-esperance	1187	1187	Transaction	DiBe 10013
AB Le Roeulx	Bonne-esperance	1190	1190	Transaction	DiBe 3200
Trazegnies	Bonne-esperance	1176	1176	Transaction	DiBe 11872
Rainardus	Bonne-esperance	1172	1172	Transaction	Acte 87
S.-Aldegonde Maubeuge	Bonne-esperance	1171	1171	Transaction	DiBe 11831
S.-Denis Broqueroie	Bonne-esperance	1173	1173	Transaction	DiBe 11317
S.-Denis Broqueroie	Bonne-esperance	1173	1173	Transaction	DiBe 11317
AB Cambron	Cambron	1177	1177	Appartenance instit.	Acte 103
AB Cambron	Cambron	1195	1195	Appartenance instit.	Acte 179
Comtes de Flandre	Cambron	1168	1168	Transaction	DiBe 2828
Comtes de Hainaut	Cambron	1176	1176	Transaction	Acte 100
Comtes de Hainaut	Cambron	1177	1177	Transaction	Acte 103
Comtes de Hainaut	Cambron	1189	1189	Transaction	Acte 154
Comtes de Hainaut	Cambron	1190	1190	Transaction	Acte 156
Steenkerque	Cambron	1177	1177	Transaction	Acte 103
EP Cambrai	Cambron	1176	1176	Transaction	DiBe 2797
EP Cambrai	Cambron	1180	1180	Transaction	DiBe 2781
EP Cambrai	Cambron	1182	1182	Transaction	DiBe 2813
EP Cambrai	Cambron	1189	1189	Transaction	DiBe 2799
Gavere	Cambron	1186	1186	Transaction	DiBe 2800
AB Aulne	Cambron	1177	1177	Appartenance instit.	Acte 103
AB S.-Ghislain	Cambron	1182	1182	Transaction	DiBe 2813
Trazegnies	Cambron	1173	1173	Transaction	DiBe 2733
Blicquy	Cambron	1176	1176	Transaction	Acte 100
Blicquy	Cambron	1176	1176	Transaction	DiBe 2797
Silly	Cambron	1189	1189	Transaction	Acte 154
S.-Ghislain	Cambron	1182	1182	Transaction	DiBe 2813
Comtes de Hainaut	Frasnes	1175	1175	Transaction	Acte 96
Comtes de Hainaut	Chatelain Mons	1194	1194	Transaction	Acte 175
Comtes de Hainaut	Chatelain Mons	1195	1195	Transaction	Acte 179
Magnisindis dite la Comtesse	AB Hautmont	1178	1178	Transaction	Acte 107
Comtes de Hainaut	Commanderie du Pieton	1177	1177	Transaction	Acte 104
Comtes de Hainaut	Commanderie du Pieton	1195	1195	Transaction	Acte 179
Famars	Commanderie du Pieton	1177	1177	Transaction	Acte 104
S.-Waudru Mons	Commanderie du Pieton	1195	1195	Transaction	Acte 179
Landas	Comtes de Flandre	1173	1173	Souscription	DiBe 7171
Havesquerque	Comtes de Flandre	1180	1180	Souscription	DiBe 3489
Havesquerque	Comtes de Flandre	1185	1185	Souscription	DiBe 3486
Havesquerque	Comtes de Flandre	1190	1190	Souscription	DiBe 8596
Comtes de Hainaut	Comtes de Flandre	1176	1176	Alliance	Acte 99
Comtes de Hainaut	Comtes de Flandre	1180	1180	Transaction	Acte 112
Comtes de Hainaut	Comtes de Flandre	1180	1180	Transaction	DiBe 3020
Comtes de Hainaut	Comtes de Flandre	1181	1181	Transaction	Acte 119
Comtes de Hainaut	Comtes de Flandre	1181	1181	Transaction	Acte 120
Comtes de Hainaut	Comtes de Flandre	1181	1181	Transaction	Acte 119
Comtes de Hainaut	Comtes de Flandre	1181	1181	Transaction	Acte 120
Empereur	Comtes de Flandre	1184	1184	Transaction	DiBe 8683
CS Tournai	Comtes de Flandre	1174	1174	Souscription	DiBe 4018
CS Tournai	Comtes de Flandre	1189	1189	Souscription	DiBe 10210
CS Tournai	Comtes de Flandre	1189	1189	Souscription	DiBe 10210
EP Arras	Comtes de Flandre	1182	1182	Souscription	DiiBe 8514
Gavere	Comtes de Flandre	1172	1172	Souscription	DiBe 8542
Gavere	Comtes de Flandre	1182	1182	Souscription	DiBe 10174
Gavere	Comtes de Flandre	1182	1182	Souscription	DiBe 2868
Havesquerque	Comtes de Flandre	1175	1175	Souscription	DiBe 3501
Honschote	Comtes de Flandre	1172	1172	Souscription	DiBe 3483
Avesnes	Comtes de Flandre	1186	1186	Souscription	DiBe 10191
Michel, connetable	Comtes de Flandre	1176	1176	Souscription	DiBe 8521
Michel, connetable	Comtes de Flandre	1182	1182	Souscription	DiiBe 8513
Michel, connetable	Comtes de Flandre	1182	1182	Souscription	DiiBe 8514
Michel, connetable	Comtes de Flandre	1185	1185	Souscription	DiBe 7173
Michel, connetable	Comtes de Flandre	1189	1189	Souscription	DiBe 10210
Michel, connetable	Comtes de Flandre	1190	1190	Souscription	DiBe 8602
Michel, connetable	Comtes de Flandre	1190	1190	Souscription	DiBe 3506
Michel, connetable	Comtes de Flandre	1190	1190	Souscription	DiBe 8599
Michel, connetable	Comtes de Flandre	1183	1183	Transaction	DiBe 10185
REX France	Comtes de Flandre	1188	1188	Transaction	DiBe 6251
Chatelain Gand	Comtes de Flandre	1176	1176	Souscription	DiBe 2859
Chatelain Gand	Comtes de Flandre	1180	1180	Souscription	DiBe 35827
Chatelain Gand	Comtes de Flandre	1182	1182	Souscription	DiBe 10174
Chatelain Gand	Comtes de Flandre	1182	1182	Souscription	DiBe 2868
Chatelain Gand	Comtes de Flandre	1186	1186	Souscription	DiBe 10191
AB Maroilles	Comtes de Hainaut	1195	1195	Souscription	Acte 180
AB Maroilles	Comtes de Hainaut	1195	1195	Souscription	Acte 180
AB Maroilles	Comtes de Hainaut	1195	1195	Souscription	Acte 182
AB Maroilles	Comtes de Hainaut	1195	1195	Souscription	Acte 183
AB Maroilles	Comtes de Hainaut	1195	1195	Souscription	Acte 184
AB Maroilles	Comtes de Hainaut	1195	1195	Souscription	Acte 185
Oberchicourt	Comtes de Hainaut	1178	1178	Souscription	Acte 106
Hordain	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Quinci	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Walincourt	Comtes de Hainaut	1174	1174	Souscription	Acte 92
CA ND Cambrai	Comtes de Hainaut	1192	1192	Souscription	Acte 168
CA ND Cambrai	Comtes de Hainaut	1193	1193	Souscription	DiBe 315
CA ND Cambrai	Comtes de Hainaut	1194	1194	Souscription	DiBe 328
CA SA Namur	Comtes de Hainaut	1195	1195	Souscription	Acte 190
Hordain	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Senechal Valenciennes	Comtes de Hainaut	1180	1180	Souscription	Acte 110
Senechal Valenciennes	Comtes de Hainaut	1180	1180	Souscription	Acte 114
Senechal Valenciennes	Comtes de Hainaut	1182	1182	Souscription	Acte 123
Senechal Valenciennes	Comtes de Hainaut	1188	1188	Souscription	Acte 138
CA Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 164
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 180
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 182
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 183
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 184
Ecaillon	Comtes de Hainaut	1189	1189	Souscription	Acte 151
Antoing	Comtes de Hainaut	1176	1176	Souscription	Acte 98
Chimay	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Chimay	Comtes de Hainaut	1195	1195	Souscription	Acte 179
Croisilles	Comtes de Hainaut	1176	1176	Souscription	Acte 97
Potelle	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Roisin	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Strepy	Comtes de Hainaut	1195	1195	Souscription	DiBe 290
Viula	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Viula	Comtes de Hainaut	1192	1192	Souscription	Acte 167
Macherel	Comtes de Hainaut	1174	1174	Souscription	Acte 92
CA SV Soignies	Comtes de Hainaut	1195	1195	Souscription	Acte 180
CA Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
CA SW Mons	Comtes de Hainaut	1192	1192	Souscription	Acte 165
Le Roux	Comtes de Hainaut	1192	1192	Souscription	Acte 166
Senechal Valenciennes	Comtes de Hainaut	1192	1192	Souscription	Acte 161
Senechal Valenciennes	Comtes de Hainaut	1194	1194	Souscription	Acte 177
Coucy	Comtes de Hainaut	1174	1174	Souscription	Acte 94
CA ND Cambrai	Comtes de Hainaut	1192	1192	Souscription	Acte 168
Colet	Comtes de Hainaut	1174	1174	Souscription	Acte 94
Bellaing	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Famars	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Forest	Comtes de Hainaut	1178	1178	Souscription	Acte 106
Lambres	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Careta	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Ecaillon	Comtes de Hainaut	1188	1188	Souscription	Acte 138
Gouy	Comtes de Hainaut	1189	1189	Souscription	Acte 146
Landas	Comtes de Hainaut	1176	1176	Souscription	Acte 100
Landas	Comtes de Hainaut	1178	1178	Souscription	Acte 107
MO ND Valenciennes	Comtes de Hainaut	1192	1192	Souscription	Acte 166
Avoues Marchiennes	Comtes de Hainaut	1188	1188	Souscription	Acte 138
Avoues Marchiennes	Comtes de Hainaut	1195	1195	Souscription	Acte 189
AB SDBroqueroie	Comtes de Hainaut	1195	1195	Souscription	Acte 179
AB SDBroqueroie	Comtes de Hainaut	1195	1195	Souscription	Acte 180
AB SDBroqueroie	Comtes de Hainaut	1195	1195	Souscription	Acte 180
AB SDBroqueroie	Comtes de Hainaut	1195	1195	Souscription	Acte 182
AB SDBroqueroie	Comtes de Hainaut	1195	1195	Souscription	Acte 183
AB SDBroqueroie	Comtes de Hainaut	1195	1195	Souscription	Acte 184
AB SDBroqueroie	Comtes de Hainaut	1195	1195	Souscription	Acte 185
CU Haspres	Comtes de Hainaut	1176	1176	Souscription	Acte 97
Ecuelin	Comtes de Hainaut	1189	1189	Souscription	Acte 147
Escaudain	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Havesquerque	Comtes de Hainaut	1193	1193	Souscription	Acte 170
Bailleul	Comtes de Hainaut	1192	1192	Souscription	Acte 166
Dasnoy	Comtes de Hainaut	1195	1195	Souscription	Acte 190
Knesselra	Comtes de Hainaut	1192	1192	Souscription	Acte 160
Ripa	Comtes de Hainaut	1174	1174	Souscription	Acte 94
Strepy	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Strepy	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Strepy	Comtes de Hainaut	1195	1195	Souscription	DiBe 290
Villa	Comtes de Hainaut	1182	1182	Souscription	Acte 122
Probus	Comtes de Hainaut	1187	1187	Souscription	Acte 134
Panier	Comtes de Hainaut	1178	1178	Souscription	Acte 106
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 179
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 180
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 182
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 183
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 184
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 185
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 186
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 187
AB Cambron	Comtes de Hainaut	1195	1195	Souscription	Acte 191
AB Crespin	Comtes de Hainaut	1176	1176	Souscription	Acte 98
CA SV Soignies	Comtes de Hainaut	1195	1195	Souscription	Acte 180
Maire Crespin	Comtes de Hainaut	1185	1185	Souscription	Acte 132
Warez	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Wasmuel	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Boussoit	Comtes de Hainaut	1182	1182	Transaction	Acte 122
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 180
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 182
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 183
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 184
Roucourt	Comtes de Hainaut	1184	1184	Souscription	Acte 128
Vaverella	Comtes de Hainaut	1176	1176	Souscription	Acte 97
CA Maubeuge	Comtes de Hainaut	1192	1192	Souscription	Acte 165
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 180
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 182
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 183
CA SW Mons	Comtes de Hainaut	1195	1195	Souscription	Acte 184
Cerfontaine	Comtes de Hainaut	1190	1190	Souscription	Acte 155
CA SG Cambrai	Comtes de Hainaut	1192	1192	Souscription	Acte 168
Noville	Comtes de Hainaut	1190	1190	Souscription	Acte 155
CA SW Mons	Comtes de Hainaut	1172	1172	Souscription	Acte 85
Frasnes	Comtes de Hainaut	1172	1172	Souscription	Acte 85
Frasnes	Comtes de Hainaut	1172	1172	Souscription	Acte 86
Frasnes	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Frasnes	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Frasnes	Comtes de Hainaut	1174	1174	Souscription	Acte 92
Frasnes	Comtes de Hainaut	1175	1175	Souscription	Acte 96
Frasnes	Comtes de Hainaut	1176	1176	Souscription	Acte 97
Frasnes	Comtes de Hainaut	1176	1176	Souscription	Acte 98
Frasnes	Comtes de Hainaut	1180	1180	Souscription	Acte 110
Frasnes	Comtes de Hainaut	1180	1180	Souscription	Acte 114
Frasnes	Comtes de Hainaut	1180	1180	Souscription	DiBe 2740
Frasnes	Comtes de Hainaut	1181	1181	Souscription	DiBe 3396
Frasnes	Comtes de Hainaut	1182	1182	Souscription	Acte 125
Frasnes	Comtes de Hainaut	1185	1185	Souscription	Acte 131
Frasnes	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Frasnes	Comtes de Hainaut	1189	1189	Souscription	Acte 148
Frasnes	Comtes de Hainaut	1189	1189	Souscription	Acte 153
Frasnes	Comtes de Hainaut	1193	1193	Souscription	DiBe 315
Frasnes	Comtes de Hainaut	1195	1195	Souscription	Acte 189
Frasnes	Comtes de Hainaut	1176	1176	Transaction	Acte 101
Hainechuel	Comtes de Hainaut	1190	1190	Souscription	Acte 155
Wasmuel	Comtes de Hainaut	1187	1187	Souscription	Acte 134
Chatelain Mons	Comtes de Hainaut	1172	1172	Souscription	Acte 85
Chatelain Mons	Comtes de Hainaut	1172	1172	Souscription	Acte 87
Chatelain Mons	Comtes de Hainaut	1174	1174	Souscription	Acte 90
Chatelain Mons	Comtes de Hainaut	1174	1174	Souscription	Acte 91
Chatelain Mons	Comtes de Hainaut	1176	1176	Souscription	Acte 98
Chatelain Mons	Comtes de Hainaut	1176	1176	Souscription	Acte 102
Chatelain Mons	Comtes de Hainaut	1180	1180	Souscription	Acte 114
Chatelain Mons	Comtes de Hainaut	1180	1180	Souscription	DiBe 2740
Chatelain Mons	Comtes de Hainaut	1181	1181	Souscription	Acte 116
Chatelain Mons	Comtes de Hainaut	1181	1181	Souscription	Acte 118
Chatelain Mons	Comtes de Hainaut	1181	1181	Souscription	DiBe 3396
Chatelain Mons	Comtes de Hainaut	1182	1182	Souscription	Acte 122
Chatelain Mons	Comtes de Hainaut	1182	1182	Souscription	Acte 124
Chatelain Mons	Comtes de Hainaut	1185	1185	Souscription	Acte 132
Chatelain Mons	Comtes de Hainaut	1186	1186	Souscription	Acte 133
Chatelain Mons	Comtes de Hainaut	1188	1188	Souscription	Acte 142
Chatelain Mons	Comtes de Hainaut	1189	1189	Souscription	Acte 146
Chatelain Mons	Comtes de Hainaut	1189	1189	Souscription	Acte 149
Chatelain Mons	Comtes de Hainaut	1189	1189	Souscription	Acte 152
